word_id,chinese_word,pinyin,word_hsk_level,official_pos,sense_id,chinese_meaning,persian_meaning,collocations,example_chinese,example_pinyin,example_persian_translation,notes
8,包子,bāozi,HSK 1,名,1,一种有馅儿的面食，多为蒸熟 (名),نوعی نان بخارپزِ پرشده با مواد داخل؛ بائوزی (اسم),肉包子 (ròu bāozi) | 菜包子 (cài bāozi) | 吃包子 (chī bāozi),我早上吃了两个包子。,Wǒ zǎoshang chī le liǎng ge bāozi.,من صبح دو تا بائوزی خوردم.,
9,杯子,bēizi,HSK 1,名,1,喝水或喝饮料用的器皿 (名),فنجان؛ لیوان؛ ظرف نوشیدن (اسم),一个杯子 (yí ge bēizi) | 玻璃杯子 (bōli bēizi) | 杯子里的水 (bēizi lǐ de shuǐ),桌子上有一个杯子。,Zhuōzi shang yǒu yí ge bēizi.,روی میز یک لیوان هست.,
10,本,běn,HSK 1,量,1,用于书、簿子、杂志、词典等装订成册的东西的量词 (量),"واحد شمارش برای کتاب، دفتر، مجله، فرهنگ لغت و چیزهای صحافی‌شده (واحد شمارش)",一本书 (yì běn shū) | 一本词典 (yì běn cídiǎn) | 两本杂志 (liǎng běn zázhì) | 这本书 (zhè běn shū),我买了一本汉语词典。,Wǒ mǎi le yì běn Hànyǔ cídiǎn.,من یک فرهنگ لغت چینی خریدم.,
10,本,běn,HSK 1,量,2,书籍、字画、碑帖、版本等成册或成篇的文本性事物 (名),کتاب؛ جلد؛ نسخه؛ متن یا اثر چاپی/صحافی‌شده (اسم),第一本 (dì yī běn) | 下一本 (xià yì běn) | 精装本 (jīngzhuāngběn) | 平装本 (píngzhuāngběn) | 手抄本 (shǒuchāoběn),这套书我只看完了第一本。,Zhè tào shū wǒ zhǐ kànwán le dì yī běn.,از این مجموعه فقط جلد اول را تمام کرده‌ام.,Nominal sense; 书本 and 本子 are better treated as separate lexical entries.
10,本,běn,HSK 1,量,3,表示事物的根源、根基或最重要的基础，现代汉语中多作构词成分 (语素/名),"ریشه؛ بنیان؛ اصلِ بنیادین؛ پایه‌ی اصلی چیزی، بیشتر به‌صورت جزء واژه‌ساز در ترکیب‌ها می‌آید (تکواژ/اسم)",以人为本 (yǐ rén wéi běn) | 成功之本 (chénggōng zhī běn) | 教育之本 (jiàoyù zhī běn) | 做人之本 (zuòrén zhī běn) | 诚信为本 (chéngxìn wéi běn),诚信是做人之本。,Chéngxìn shì zuòrén zhī běn.,"صداقت، اصلِ درست زندگی کردن است.",Mostly used as a bound morpheme or in formal patterns such as X之本 and 以……为本.
10,本,běn,HSK 1,量,4,原有的、固有的或本质上的 (形),اصلی؛ اولیه؛ ذاتی؛ مربوط به ماهیت واقعی چیزی (صفت),本名 (běnmíng) | 本性 (běnxìng) | 本能 (běnnéng) | 本色 (běnsè),这是他的本名，不是艺名。,"Zhè shì tā de běnmíng, bú shì yìmíng.","این نام اصلی اوست، نه نام هنری‌اش.",
10,本,běn,HSK 1,量,5,指自己这一方、这个机构或当前这段时间 (代/区别词),خودِ شخص؛ این نهاد؛ طرفِ گوینده؛ مربوط به دوره‌ی جاری (ضمیر/وابسته‌ی اسمی),本人 (běnrén) | 本校 (běnxiào) | 本公司 (běn gōngsī) | 本月 (běnyuè) | 本年度 (běn niándù),本公司周末不营业。,Běn gōngsī zhōumò bù yíngyè.,این شرکت آخر هفته‌ها فعالیت ندارد.,
10,本,běn,HSK 1,量,6,演出、影视或作品所依据的底本、脚本或文本 (名),"متن پایه؛ نسخه‌ی مبنا؛ متن نمایش، فیلمنامه یا اسکریپت (اسم)",剧本 (jùběn) | 脚本 (jiǎoběn) | 话本 (huàběn) | 唱本 (chàngběn),这个剧本写得很好。,Zhège jùběn xiě de hěn hǎo.,"این فیلمنامه/متن نمایش خیلی خوب نوشته شده است.,",
11,边,biān,HSK 1,名、后缀,1,物体的边缘、侧面或靠近某物的地方 (名),لبه؛ کناره؛ حاشیه یا کنارِ چیزی (اسم),桌边 (zhuōbiān) | 床边 (chuángbiān) | 河边 (hébiān) | 路边 (lùbiān),她坐在床边看书。,Tā zuò zài chuángbiān kàn shū.,او کنار تخت نشسته و کتاب می‌خواند.,
11,边,biān,HSK 1,名、后缀,2,表示方位、方向或范围的一侧 (方位词/名),سمت؛ طرف؛ جهت؛ یک سوی مکان یا محدوده (اسم مکانی/جهتی),左边 (zuǒbiān) | 右边 (yòubiān) | 前边 (qiánbian) | 后边 (hòubian) | 这边 (zhèbiān) | 那边 (nàbiān) | 里边 (lǐbian) | 外边 (wàibian),洗手间在右边。,Xǐshǒujiān zài yòubiān.,سرویس بهداشتی سمت راست است.,Merged former direction and suffix-location senses; 一边 is handled later as an independent entry.
11,边,biān,HSK 1,名、后缀,3,边界；界线；两个地区或范围相接的地方 (名),مرز؛ حد؛ خط جداکننده میان دو منطقه یا محدوده (اسم),边界 (biānjiè) | 边境 (biānjìng) | 边线 (biānxiàn) | 边防 (biānfáng),这条河是两个国家的边界。,Zhè tiáo hé shì liǎng ge guójiā de biānjiè.,این رود مرز دو کشور است.,
11,边,biān,HSK 1,名、后缀,4,事情、关系或对立双方中的一方 (名),"طرف؛ جانب؛ یکی از طرف‌های یک رابطه، موضوع یا اختلاف (اسم)",我这边 (wǒ zhèbiān) | 你那边 (nǐ nàbiān) | 公司那边 (gōngsī nàbiān) | 站在他这一边 (zhàn zài tā zhè yì biān),公司那边还没有回复。,Gōngsī nàbiān hái méiyǒu huífù.,از طرف شرکت هنوز پاسخی نیامده است.,
11,边,biān,HSK 1,名、后缀,5,几何图形的一条线段；边长 (名),ضلع؛ یکی از خط‌های تشکیل‌دهنده‌ی شکل هندسی (اسم),三角形的边 (sānjiǎoxíng de biān) | 四边形 (sìbiānxíng) | 边长 (biāncháng),这个三角形有三条边。,Zhège sānjiǎoxíng yǒu sān tiáo biān.,این مثلث سه ضلع دارد.,
12,病,bìng,HSK 1,名、动,1,身体或心理不健康的状态；疾病 (名),بیماری؛ مریضی (اسم),病情 (bìngqíng) | 看病 (kànbìng) | 治病 (zhìbìng),他的病已经好了。,Tā de bìng yǐjīng hǎo le.,بیماری او دیگر خوب شده است.,
12,病,bìng,HSK 1,名、动,2,生病；患病 (动),بیمار شدن؛ مریض شدن (فعل),病了 (bìng le) | 病倒 (bìngdǎo) | 病得很重 (bìng de hěn zhòng),我昨天病了，没去上班。,Wǒ zuótiān bìng le méi qù shàngbān.,من دیروز مریض شدم و سر کار نرفتم.,
13,不,bù,HSK 1,副,1,表示否定，相当于“不是、没有意愿去做” (副),نه؛ نـ؛ برای منفی کردن فعل یا صفت (قید),不去 (bú qù) | 不是 (bú shì) | 不喜欢 (bù xǐhuan),我不喝咖啡。,Wǒ bù hē kāfēi.,من قهوه نمی‌نوشم.,
14,不客气,bú kèqi,HSK 1,习用语,1,用于回应感谢，表示“不用谢” (习用语),خواهش می‌کنم؛ قابلی ندارد؛ در پاسخ به تشکر (عبارت),说不客气 (shuō bú kèqi) | 回一句不客气 (huí yí jù bú kèqi) | 连忙说不客气 (liánmáng shuō bú kèqi),A：谢谢！B：不客气！,A: Xièxie! B: Bú kèqi!,الف: ممنون! ب: خواهش می‌کنم!,Official POS is unclear in extracted HSK PDF; treated here as a fixed expression.
14,不客气,bú kèqi,HSK 1,习用语,2,表示不用见外、不必拘礼 (习用语),لازم نیست تعارف کنی؛ راحت باش (عبارت),别客气 (bié kèqi) | 不要客气 (búyào kèqi) | 跟我别客气 (gēn wǒ bié kèqi),到我家来不用客气。,Dào wǒ jiā lái búyòng kèqi.,وقتی به خانهٔ من می‌آیی لازم نیست تعارف کنی.,Official POS is unclear in extracted HSK PDF; treated here as a fixed expression.
14,不客气,bú kèqi,HSK 1,习用语,3,态度或说话做事不礼貌、不留情面 (形/习用语),بی‌تعارف؛ بی‌ادبانه؛ تند؛ بی‌ملاحظه؛ بدون رودربایستی یا تعارف (صفت/عبارت),说话不客气 (shuōhuà bú kèqi) | 对人不客气 (duì rén bú kèqi) | 太不客气 (tài bú kèqi) | 我就不客气了 (wǒ jiù bú kèqi le) | 别怪我不客气 (bié guài wǒ bú kèqi),他刚才说话很不客气。,Tā gāngcái shuōhuà hěn bú kèqi.,او همین الان خیلی تند و بی‌تعارف حرف زد.,Official POS is unclear in extracted HSK PDF; adjectival sense added for modern usage.
15,不要,búyào,HSK 1,副,1,表示禁止、劝阻或请求对方别做某事 (副),نکن؛ نخواه؛ برای نهی و منع (قید),不要说话 (búyào shuōhuà) | 不要动 (búyào dòng) | 不要迟到 (búyào chídào),上课不要说话。,Shàngkè búyào shuōhuà.,سر کلاس حرف نزن.,
15,不要,búyào,HSK 1,副,2,表示不想要或不打算要某物 (动),نخواستن؛ نخواستنِ چیزی (فعل),我不要 (wǒ búyào) | 不要咖啡 (búyào kāfēi) | 不要这个 (búyào zhège),这个太贵了，我不要。,Zhège tài guì le wǒ búyào.,این خیلی گران است؛ من نمی‌خواهمش.,Additional common verbal sense beyond official HSK POS.
16,菜,cài,HSK 1,名,1,可以做食物的植物；蔬菜 (名),سبزی؛ تره‌بار؛ سبزیجات (اسم),买菜 (mǎi cài) | 青菜 (qīngcài) | 洗菜 (xǐ cài),妈妈去市场买菜了。,Māma qù shìchǎng mǎi cài le.,مامان به بازار رفته تا سبزی بخرد.,
16,菜,cài,HSK 1,名,2,饭桌上的菜肴；做好的食物 (名),غذا؛ خوراک؛ غذایی که روی میز سرو می‌شود (اسم),点菜 (diǎn cài) | 做菜 (zuò cài) | 家常菜 (jiāchángcài),这家饭店的菜很好吃。,Zhè jiā fàndiàn de cài hěn hǎochī.,غذای این رستوران خیلی خوشمزه است.,
16,菜,cài,HSK 1,名,3,〈口〉形容水平低、能力差，不够厉害 (形),ضعیف؛ ناشی؛ کم‌مهارت (صفت),太菜了 (tài cài le) | 打得很菜 (dǎ de hěn cài) | 玩得很菜 (wán de hěn cài),他打游戏太菜了。,Tā dǎ yóuxì tài cài le.,او توی بازی خیلی ضعیف است.,Colloquial adjectival sense beyond official HSK noun POS.
17,茶,chá,HSK 1,名,1,茶树的叶子加工后制成的饮料；也指这种饮料本身 (名),چای؛ برگ چای یا نوشیدنیِ چای (اسم),喝茶 (hē chá) | 绿茶 (lǜchá) | 茶杯 (chábēi),中国人很喜欢喝茶。,Zhōngguó rén hěn xǐhuan hē chá.,چینی‌ها خیلی دوست دارند چای بنوشند.,
18,唱,chàng,HSK 1,动,1,发出有曲调的声音；唱歌 (动),آواز خواندن؛ ترانه خواندن (فعل),唱歌 (chàng gē) | 唱中文歌 (chàng Zhōngwén gē) | 大声唱 (dàshēng chàng),她唱得很好听。,Tā chàng de hěn hǎotīng.,او خیلی قشنگ می‌خواند.,
18,唱,chàng,HSK 1,动,2,高声叫出或大声念出名字、号码等 (动),"با صدای بلند اسم، شماره و مانند آن را خواندن یا اعلام کردن (فعل)",唱名 (chàngmíng) | 唱票 (chàngpiào) | 唱号 (chànghào),老师开始唱名，请大家安静。,"Lǎoshī kāishǐ chàngmíng, qǐng dàjiā ānjìng.",معلم شروع کرد به اسم‌خوانی؛ لطفاً همه ساکت باشید.,Mostly used in fixed expressions such as 唱名 and 唱票.
18,唱,chàng,HSK 1,动,3,在比喻中指扮演某种角色或采取某种做法 (动),به‌طور استعاری نقش خاصی بازی کردن یا رویکردی در پیش گرفتن (فعل),唱主角 (chàng zhǔjué) | 唱红脸 (chàng hóngliǎn) | 唱反调 (chàng fǎndiào),这次他在项目里唱主角。,Zhè cì tā zài xiàngmù lǐ chàng zhǔjué.,این بار او در پروژه نقش اصلی را دارد.,
19,超市,chāoshì,HSK 1,名,1,超级市场；自选购物的商店 (名),سوپرمارکت؛ فروشگاه بزرگِ سلف‌سرویس (اسم),去超市 (qù chāoshì) | 超市买东西 (chāoshì mǎi dōngxi) | 大超市 (dà chāoshì),我下班以后要去超市。,Wǒ xiàbān yǐhòu yào qù chāoshì.,بعد از کار باید به سوپرمارکت بروم.,
20,车,chē,HSK 1,名,1,陆地上有轮子的交通工具的总称 (名),وسیله‌ی نقلیه‌ی چرخ‌دار زمینی؛ وسیله‌ی حمل‌ونقل زمینی (اسم),坐车 (zuò chē) | 上车 (shàng chē) | 下车 (xià chē) | 车站 (chēzhàn) | 车票 (chēpiào),我们坐车去学校。,Wǒmen zuò chē qù xuéxiào.,ما با وسیله‌ی نقلیه به مدرسه می‌رویم.,
20,车,chē,HSK 1,名,2,日常口语中常特指汽车 (名),ماشین؛ خودرو؛ اتومبیل (اسم),开车 (kāi chē) | 买车 (mǎi chē) | 停车 (tíng chē) | 一辆车 (yí liàng chē) | 新车 (xīn chē),他刚买了一辆新车。,Tā gāng mǎi le yí liàng xīn chē.,او تازه یک ماشین نو خریده است.,
20,车,chē,HSK 1,名,3,利用轮轴转动的器具或装置 (名),دستگاه یا ابزار چرخ‌دار؛ وسیله‌ای که با چرخ یا محور می‌چرخد (اسم),水车 (shuǐchē) | 纺车 (fǎngchē) | 风车 (fēngchē) | 推车 (tuīchē),以前人们用水车把水提上来。,Yǐqián rénmen yòng shuǐchē bǎ shuǐ tí shànglái.,"در گذشته مردم با چرخ آب، آب را بالا می‌آوردند.",
20,车,chē,HSK 1,名,4,车床；或用车床加工工件 (名/动),دستگاه تراش؛ تراشیدن یا شکل دادن قطعه با دستگاه تراش (اسم/فعل),车床 (chēchuáng) | 车零件 (chē língjiàn) | 车出形状 (chē chū xíngzhuàng),工人正在用车床车零件。,Gōngrén zhèngzài yòng chēchuáng chē língjiàn.,کارگر دارد با دستگاه تراش قطعه تراش می‌دهد.,Technical sense.
20,车,chē,HSK 1,名,5,按一车所装的量计算 (量),یک بارِ کاملِ وسیله‌ی نقلیه؛ به اندازه‌ی بار یک ماشین یا گاری (واحد شمارش),一车货 (yì chē huò) | 一车水果 (yì chē shuǐguǒ) | 两车木头 (liǎng chē mùtou),他们送来了一车水果。,Tāmen sònglái le yì chē shuǐguǒ.,آن‌ها یک ماشین میوه آوردند.,
20,车,jū,HSK 1,名,6,中国象棋中的一种棋子，也可指国际象棋中的rook (名),رخ؛ مهره‌ی «ارابه/رخ» در شطرنج چینی یا شطرنج بین‌المللی (اسم),一只车 (yì zhī jū) | 车马炮 (jū mǎ pào) | 舍车保帅 (shě jū bǎo shuài),他用车吃了我的马。,Tā yòng jū chī le wǒ de mǎ.,او با رخِ خودش اسب مرا زد.,Non-HSK reading jū; useful for chess contexts.
21,吃,chī,HSK 1,动,1,进食；把食物放进嘴里并咽下，也指用餐 (动),خوردن؛ غذا خوردن؛ وعده‌ی غذایی را صرف کردن (فعل),吃饭 (chī fàn) | 吃早饭 (chī zǎofàn) | 吃水果 (chī shuǐguǒ) | 吃包子 (chī bāozi) | 在外面吃 (zài wàimiàn chī) | 在饭馆吃 (zài fànguǎn chī),我还没吃饭。,Wǒ hái méi chī fàn.,من هنوز غذا نخورده‌ام.,
21,吃,chī,HSK 1,动,2,服用药物或其他可吞咽的东西 (动),"مصرف کردن؛ دارو، قرص یا چیز قابل‌بلع را خوردن (فعل)",吃药 (chī yào) | 吃中药 (chī zhōngyào) | 吃维生素 (chī wéishēngsù) | 吃一片药 (chī yí piàn yào),你饭后记得吃药。,Nǐ fànhòu jìde chī yào.,یادت باشد بعد از غذا دارو بخوری.,
21,吃,chī,HSK 1,动,3,遭受、承受某种结果，常用于固定搭配 (动),"متحمل شدن؛ دچار نتیجه‌ای شدن، اغلب در ترکیب‌های ثابت (فعل)",吃亏 (chīkuī) | 吃苦 (chīkǔ) | 吃苦头 (chīkǔtou),他在这件事上吃了亏。,Tā zài zhè jiàn shì shang chī le kuī.,او در این ماجرا ضرر کرد.,
21,吃,chī,HSK 1,动,4,依靠某种资源或条件生活、工作 (动),امرار معاش کردن با؛ متکی بودن به چیزی برای زندگی یا کار (فعل),吃工资 (chī gōngzī) | 吃老本 (chī lǎoběn) | 靠山吃山 (kào shān chī shān),很多人靠这份工作吃饭。,Hěn duō rén kào zhè fèn gōngzuò chīfàn.,خیلی‌ها با این شغل امرار معاش می‌کنند.,Extended livelihood sense.
21,吃,chī,HSK 1,动,5,消耗、占用或吸收 (动),مصرف کردن؛ گرفتن یا اشغال کردن منابع (فعل),吃电 (chī diàn) | 吃内存 (chī nèicún) | 吃时间 (chī shíjiān),这个软件很吃内存。,Zhège ruǎnjiàn hěn chī nèicún.,این نرم‌افزار حافظه‌ی زیادی مصرف می‌کند.,Colloquial resource-consumption sense.
21,吃,chī,HSK 1,动,6,在棋类游戏中拿掉对方的棋子 (动),زدن مهره؛ گرفتن مهره‌ی حریف در بازی‌هایی مثل شطرنج (فعل),吃子 (chī zǐ) | 吃掉对方 (chīdiào duìfāng) | 被吃 (bèi chī),他的马被我吃了。,Tā de mǎ bèi wǒ chī le.,اسب او را زدم/گرفتم.,Chess/game sense.
22,穿,chuān,HSK 1,动,1,把衣服、鞋袜等套在身上 (动),"پوشیدن؛ لباس، کفش و مانند آن را به تن کردن (فعل)",穿衣服 (chuān yīfu) | 穿鞋 (chuān xié) | 穿裙子 (chuān qúnzi),天冷了，多穿一点。,"Tiān lěng le, duō chuān yìdiǎn.","هوا سرد شده، کمی بیشتر لباس بپوش.",
22,穿,chuān,HSK 1,动,2,通过；从中间经过 (动),از میانِ جایی عبور کردن؛ از جایی رد شدن (فعل),穿过马路 (chuān guò mǎlù) | 穿过公园 (chuān guò gōngyuán) | 穿过去 (chuān guòqù),我们从小路穿过去吧。,Wǒmen cóng xiǎolù chuān guòqù ba.,بیا از راه باریک از این طرف رد شویم.,Extended common sense beyond the basic clothing sense.
22,穿,chuān,HSK 1,动,3,把线、绳等从物体中间通过；串起来 (动),رشته کردن؛ نخ یا چیز دیگری را از میان چیزی رد کردن و به هم وصل کردن (فعل),穿针 (chuān zhēn) | 穿线 (chuān xiàn) | 穿起来 (chuān qǐlai),她正在穿针，准备缝衣服。,"Tā zhèngzài chuānzhēn, zhǔnbèi féng yīfu.",او دارد نخ را داخل سوزن می‌کند تا لباس بدوزد.,Extended common sense beyond the official HSK entry.
