word_id,chinese_word,pinyin,word_hsk_level,official_pos,sense_id,chinese_meaning,persian_meaning,collocations,example_chinese,example_pinyin,example_persian_translation,notes
6,把,bǎ,HSK 3,介、动、量、语素,1,用在宾语前，把宾语提前，表示对这个对象进行处置、影响或使它发生变化（介）,"حرف اضافهٔ «把»؛ برای آوردن مفعول پیش از فعل و نشان دادن اثرگذاری، تغییر یا نتیجه روی آن مفعول (حرف اضافه)",把门打开 (bǎ mén dǎkāi) | 把书放下 (bǎ shū fàngxià) | 把作业写完 (bǎ zuòyè xiě wán) | 把他累坏了 (bǎ tā lèi huài le),这一趟把他累坏了。,Zhè yí tàng bǎ tā lèi huài le.,این سفر/رفت‌وآمد او را حسابی خسته و کوفته کرد.,“把”字句是核心用法；后面的动词通常带结果、方向、数量或其他成分，如“打开、放下、写完、累坏”。
6,把,bǎ,HSK 3,介、动、量、语素,2,用手握住、扶住或控制住（动）,گرفتن؛ در دست گرفتن؛ نگه داشتن؛ کنترل کردن (فعل),把住方向盘 (bǎzhù fāngxiàngpán) | 把着门 (bǎzhe mén) | 把住机会 (bǎzhù jīhuì) ,司机把住方向盘，慢慢开。,"Sījī bǎzhù fāngxiàngpán, mànmàn kāi.",راننده فرمان را محکم گرفت و آهسته رانندگی کرد.,作动词时多见于“把住、把着、把关”等；口语中表示扶人走路通常说“扶着、牵着”，不常说“把着孩子走路”。
6,把,bǎ,HSK 3,介、动、量、语素,3,扶持婴幼儿，使其大小便；多用于“把尿、把屎”（动）,بچه را گرفتن/نگه داشتن تا ادرار یا مدفوع کند؛ بیشتر در 把尿 و 把屎 (فعل),把尿 (bǎ niào) | 把屎 (bǎ shǐ) | 给孩子把尿 (gěi háizi bǎ niào) | 给宝宝把屎把尿 (gěi bǎobao bǎ shǐ bǎ niào),奶奶正在给宝宝把尿。,Nǎinai zhèngzài gěi bǎobao bǎ niào.,مادربزرگ بچه را گرفته تا ادرار کند.,育儿口语用法，场景很具体；“把尿、把屎”可作为固定说法处理。
6,把,bǎ,HSK 3,介、动、量、语素,4,用于有把手的器物、成束的东西，或某些动作、身份说法（量）,"واحد شمارش برای چیزهای دسته‌دار، دسته‌ای از چیزها، و بعضی ساختارهای مربوط به کنش یا جایگاه (واحد شمارش)",一把伞 (yì bǎ sǎn) | 一把椅子 (yì bǎ yǐzi) | 一把钥匙 (yì bǎ yàoshi) | 一把扫把 (yì bǎ sàoba) | 帮他一把 (bāng tā yì bǎ),我买了一把新伞。,Wǒ mǎi le yì bǎ xīn sǎn.,یک چتر نو خریدم.,常用量词；也说“一把米、一把火、帮一把、一把年纪”。“一把手”是固定说法，指主要负责人。
6,把,bà,HSK 3,名、语素,5,器物上便于用手拿的部分；把手（名/语素）,دسته؛ دستگیره؛ بخشی از وسیله که با دست گرفته می‌شود (اسم/تکواژ),刀把 (dāobà) | 茶壶把 (cháhúbà) | 门把 (ménbà) | 伞把 (sǎnbà) | 扫把 (),这个茶壶把坏了。,Zhège cháhúbà huài le.,دستهٔ این قوری خراب شده است.,读 bà；也常说“把儿”。“把手”读 bǎshou，建议作为单独词条处理。
6,把,bà,HSK 3,名、语素,6,花、叶或果实等的柄；连接主体的小枝或小茎（名/语素）,"دُم یا ساقهٔ میوه، برگ یا گل؛ بخش باریکِ متصل‌کننده (اسم/تکواژ)",花把儿 (huābàr) | 叶把儿 (yèbàr) | 苹果把儿 (píngguǒbàr) | 梨把儿 (líbàr),这个苹果的把儿掉了。,Zhège píngguǒ de bàr diào le.,دُمِ این سیب افتاده است.,读 bà，北方口语常带儿化；书面或更正式表达也可说“柄”。
7,办,bàn,HSK 3,动,1,办理；处理事情（动）,انجام دادن؛ رسیدگی کردن؛ انجام امور اداری یا کاری (فعل),办手续 (bàn shǒuxù) | 办签证 (bàn qiānzhèng) | 办事情 (bàn shìqing) | 办银行卡 (bàn yínhángkǎ),我明天去办签证。,Wǒ míngtiān qù bàn qiānzhèng.,فردا می‌روم برای ویزا اقدام کنم.,常用于手续、证件、业务等；比“做”更偏处理事务。
7,办,bàn,HSK 3,动,2,创办、经营或举办某种机构、活动（动）,برپا کردن؛ برگزار کردن؛ تأسیس یا اداره کردن (فعل),办学校 (bàn xuéxiào) | 办公司 (bàn gōngsī) | 办活动 (bàn huódòng) | 办婚礼 (bàn hūnlǐ),他们想在这里办一所学校。,Tāmen xiǎng zài zhèli bàn yì suǒ xuéxiào.,آن‌ها می‌خواهند اینجا یک مدرسه تأسیس کنند.,可指创办机构，也可指举办活动；“举办”更书面。
7,办,bàn,HSK 3,动,3,有办法处理；能做到，常用于“怎么办、办得到、办不了”等（动）,از پس کاری برآمدن؛ راهی برای انجام دادن داشتن؛ توانستن کاری را پیش بردن (فعل),怎么办 (zěnme bàn) | 办得到 (bàn de dào) | 办不了 (bàn bù liǎo) | 好办 (hǎo bàn),这件事我一个人办不了。,Zhè jiàn shì wǒ yí ge rén bàn bù liǎo.,من به‌تنهایی از پس این کار برنمی‌آیم.,多用于可能补语或固定说法；“怎么办、好办、难办”常用。
8,搬,bān,HSK 3,动,1,搬运；把东西从一个地方移动到另一个地方（动）,حمل کردن؛ جابه‌جا کردن؛ چیزی را از جایی به جای دیگر بردن (فعل),搬东西 (bān dōngxi) | 搬桌子 (bān zhuōzi) | 搬行李 (bān xíngli) | 搬到楼上 (bān dào lóushàng),请帮我搬一下这个箱子。,Qǐng bāng wǒ bān yíxià zhège xiāngzi.,لطفاً کمکم کن این جعبه را جابه‌جا کنم.,常指用手或工具移动较重的东西。
8,搬,bān,HSK 3,动,2,搬家；迁移住处、办公地点等（动）,اسباب‌کشی کردن؛ نقل مکان کردن؛ محل زندگی یا کار را عوض کردن (فعل),搬家 (bānjiā) | 搬到北京 (bān dào Běijīng) | 搬出去 (bān chūqu) | 搬进新房子 (bān jìn xīn fángzi),我们下个月搬到北京。,Wǒmen xià ge yuè bān dào Běijīng.,ما ماه آینده به پکن نقل مکان می‌کنیم.,“搬家”最常用；也可用于公司、办公室等地点迁移。
8,搬,bān,HSK 3,动,3,把别人的话、方法、经验等直接拿来用；多含机械套用的意思（动/语素）,"عیناً برداشتن و به کار بردن؛ بدون تغییر کپی یا منتقل کردن، معمولاً دربارهٔ حرف، روش، تجربه یا نظریه (فعل/تکواژ)",照搬 (zhàobān) | 生搬硬套 (shēngbān yìngtào) | 搬用别人的方法 (bānyòng biérén de fāngfǎ) | 搬别人的句子 (bān biérén de jùzi),这个方法不能照搬到我们的项目里。,Zhège fāngfǎ bù néng zhàobān dào wǒmen de xiàngmù li.,این روش را نمی‌شود عیناً در پروژهٔ ما به کار برد.,抽象用法，常带“不加改变、机械套用”的意思；多见于“照搬、生搬硬套、搬用”等，“照搬、生搬硬套”可作为单独词条处理。
9,办法,bànfǎ,HSK 3,名,1,处理事情或解决问题的方法（名）,راه‌حل؛ راه؛ روشِ انجام یا حل کردن کاری (اسم),有办法 (yǒu bànfǎ) | 没办法 (méi bànfǎ) | 想办法 (xiǎng bànfǎ) | 解决办法 (jiějué bànfǎ),我们得想个办法解决这个问题。,Wǒmen děi xiǎng ge bànfǎ jiějué zhège wèntí.,باید راهی پیدا کنیم تا این مشکل را حل کنیم.,口语和书面语都常用；“方法”更中性，“办法”常强调解决实际问题。
9,办法,bànfǎ,HSK 3,名,2,机关、组织制定的处理某类事务的规则或具体规定（名）,آیین‌نامه؛ مقررات اجرایی؛ دستورالعمل رسمی برای رسیدگی به کاری (اسم),管理办法 (guǎnlǐ bànfǎ) | 实施办法 (shíshī bànfǎ) | 处理办法 (chǔlǐ bànfǎ) | 暂行办法 (zànxíng bànfǎ),公司公布了新的管理办法。,Gōngsī gōngbù le xīn de guǎnlǐ bànfǎ.,شرکت آیین‌نامهٔ مدیریتی جدیدی منتشر کرد.,多用于正式文件、制度或行政语境；不是普通“راه‌حل”，而是成文规定或执行规则。
10,办公室,bàngōngshì,HSK 3,名,1,办公的房间或场所（名）,دفتر کار؛ اتاق یا محل کار (اسم),在办公室 (zài bàngōngshì) | 去办公室 (qù bàngōngshì) | 老师办公室 (lǎoshī bàngōngshì) | 办公室里 (bàngōngshì li),老师在办公室等你。,Lǎoshī zài bàngōngshì děng nǐ.,معلم در دفتر منتظر توست.,最常用义，指具体办公地点。
10,办公室,bàngōngshì,HSK 3,名,2,机关、学校、公司等负责日常事务的部门（名）,دفتر؛ بخش اداری مسئول امور روزمرهٔ یک سازمان (اسم),学校办公室 (xuéxiào bàngōngshì) | 公司办公室 (gōngsī bàngōngshì) | 办公室主任 (bàngōngshì zhǔrèn) | 联系办公室 (liánxì bàngōngshì),有问题可以联系学校办公室。,Yǒu wèntí kěyǐ liánxì xuéxiào bàngōngshì.,"اگر مشکلی هست، می‌توانید با دفتر مدرسه تماس بگیرید.",可指一个部门，不一定只是房间；常见于机关、学校、公司等组织。
11,帮助,bāngzhù,HSK 3,动、名,1,替别人解决困难或提供支持（动）,کمک کردن؛ یاری کردن؛ حمایت کردن (فعل),帮助别人 (bāngzhù biérén) | 帮助学生 (bāngzhù xuésheng) | 互相帮助 (hùxiāng bāngzhù) | 帮助解决问题 (bāngzhù jiějué wèntí),谢谢你帮助我。,Xièxie nǐ bāngzhù wǒ.,ممنون که به من کمک کردی.,动词用法常见；比“帮”稍正式，也可用于书面语。
11,帮助,bāngzhù,HSK 3,动、名,2,别人给予的支持或有利条件（名）,کمک؛ یاری؛ پشتیبانی (اسم),得到帮助 (dédào bāngzhù) | 需要帮助 (xūyào bāngzhù) | 提供帮助 (tígōng bāngzhù) | 很大的帮助 (hěn dà de bāngzhù),我需要你的帮助。,Wǒ xūyào nǐ de bāngzhù.,من به کمک تو نیاز دارم.,名词用法常见；“帮忙”更口语，“帮助”更中性或稍正式。
12,班级,bānjí,HSK 3,名,1,学校中按年级、专业等分成的学生组织（名）,کلاس؛ گروه کلاسی در مدرسه یا دانشگاه (اسم),一个班级 (yí ge bānjí) | 班级活动 (bānjí huódòng) | 班级管理 (bānjí guǎnlǐ) | 我们班级 (wǒmen bānjí),我们班级有三十个学生。,Wǒmen bānjí yǒu sānshí ge xuésheng.,کلاس ما سی دانش‌آموز دارد.,多用于学校语境；口语中也常说“班”。“班级”比“班”更正式。
13,搬家,bānjiā,HSK 3,动宾短语、动,1,迁移住处；把家从一个地方移到另一个地方（动）,اسباب‌کشی کردن؛ نقل مکان کردن؛ خانه را عوض کردن (فعل),准备搬家 (zhǔnbèi bānjiā) | 搬到新家 (bān dào xīn jiā) | 下个月搬家 (xià ge yuè bānjiā) | 帮朋友搬家 (bāng péngyou bānjiā),我们下个月搬家。,Wǒmen xià ge yuè bānjiā.,ما ماه آینده اسباب‌کشی می‌کنیم.,动宾短语，但整体常作一个动词使用；主要指住处变动。
13,搬家,bānjiā,HSK 3,动宾短语、动,2,机构、公司、网站等迁移地点或位置（动）,"منتقل شدن؛ جابه‌جا شدنِ محل شرکت، سازمان یا سایت (فعل)",公司搬家 (gōngsī bānjiā) | 网站搬家 (wǎngzhàn bānjiā) | 办公室搬家 (bàngōngshì bānjiā) | 搬到新地址 (bān dào xīn dìzhǐ),公司已经搬家了，新地址在市中心。,"Gōngsī yǐjīng bānjiā le, xīn dìzhǐ zài shì zhōngxīn.",شرکت منتقل شده است؛ آدرس جدید در مرکز شهر است.,引申用法常见；可用于公司、办公室、网站等位置或地址迁移。
14,半天,bàntiān,HSK 3,名、副,1,半个白天；从上午到中午或从中午到晚上的一段时间（名）,نیم‌روز؛ نصف روز (اسم),半天假 (bàntiān jià) | 半天时间 (bàntiān shíjiān) | 上半天 (shàng bàntiān) | 下半天 (xià bàntiān),今天下午我请了半天假。,Jīntiān xiàwǔ wǒ qǐng le bàntiān jià.,امروز بعدازظهر نصف روز مرخصی گرفتم.,表示较准确的半个白天；可指上午或下午的一段时间。
14,半天,bàntiān,HSK 3,名、副,2,很久；较长时间，常用于口语夸张（名/副）,خیلی وقت؛ مدت زیادی؛ کلی وقت (اسم/قید),等了半天 (děng le bàntiān) | 忙了半天 (máng le bàntiān) | 想了半天 (xiǎng le bàntiān) | 半天不说话 (bàntiān bù shuōhuà),他想了半天才回答。,Tā xiǎng le bàntiān cái huídá.,او کلی فکر کرد تا بالاخره جواب داد.,口语常用，不一定表示实际半天；常表示等、想、忙、说话等持续了较长时间。
15,饱,bǎo,HSK 3,形、动、语素,1,吃够了；肚子不饿（形）,سیر؛ گرسنه نبودن پس از غذا خوردن (صفت),很饱 (hěn bǎo) | 饱了 (bǎo le) | 吃得太饱 (chī de tài bǎo) | 肚子很饱 (dùzi hěn bǎo),我吃饱了，不想再吃了。,"Wǒ chī bǎo le, bù xiǎng zài chī le.",سیر شدم و دیگر نمی‌خواهم بخورم.,最常用义；反义词是“饿”。
15,饱,bǎo,HSK 3,形、动、语素,2,用在动词后，表示吃够或使吃够（结果补语）,بعد از فعل می‌آید و نتیجهٔ «سیر شدن/سیر کردن» را نشان می‌دهد (متمم نتیجه),吃饱 (chī bǎo) | 吃不饱 (chī bù bǎo) | 喂饱孩子 (wèi bǎo háizi) | 让大家吃饱 (ràng dàjiā chī bǎo),这些饭够把大家喂饱。,Zhèxiē fàn gòu bǎ dàjiā wèi bǎo.,این غذاها کافی است که همه را سیر کند.,常作结果补语，如“吃饱、喂饱”；和形容词义关系近，但结构上对学习者有用。
16,报纸,bàozhǐ,HSK 3,名,1,登载新闻、评论、广告等的纸质出版物；也可泛指报纸这种媒体（名）,"روزنامه؛ نشریهٔ خبری چاپی، و گاهی خودِ رسانهٔ روزنامه (اسم)",看报纸 (kàn bàozhǐ) | 买报纸 (mǎi bàozhǐ) | 一份报纸 (yí fèn bàozhǐ) | 今天的报纸 (jīntiān de bàozhǐ),爷爷每天早上都看报纸。,Yéye měitiān zǎoshang dōu kàn bàozhǐ.,پدربزرگ هر روز صبح روزنامه می‌خواند.,通常指纸质报纸；现在也可说“电子报纸、报纸网站”，但日常更多说“新闻、新闻网站”。
17,被,bèi,HSK 3,介、助、名,1,用在被动句中，表示主语受到某个动作的影响；可引出施事，也可直接放在动词前（介/助）,"نشانگر جملهٔ مجهول/اثرپذیری؛ نشان می‌دهد فاعل جمله تحت تأثیر عملی قرار گرفته، چه عاملِ انجام‌دهنده ذکر شود چه نشود (حرف اضافه/حرف نشانه)",被老师批评 (bèi lǎoshī pīpíng) | 被雨淋湿 (bèi yǔ lín shī) | 被人发现 (bèi rén fāxiàn) | 被偷了 (bèi tōu le),我的手机被人偷了。,Wǒ de shǒujī bèi rén tōu le.,گوشی‌ام را کسی دزدیده است.,“被”字句可写作“被+施事+动词”，如“被人偷了”，也可写作“被+动词”，如“被偷了”；常表示不如意或受到影响，但也可中性使用。
17,被,bèi,HSK 3,介、助、名,2,被子；睡觉时盖在身上的东西（名）,لحاف؛ روانداز؛ چیزی که هنگام خواب روی بدن می‌کشند (اسم),一床被子 (yì chuáng bèizi) | 盖被子 (gài bèizi) | 厚被子 (hòu bèizi) | 晒被子 (shài bèizi) | 棉被 (Mián bèi),晚上冷，记得盖好被子。,"Wǎnshang lěng, jìde gài hǎo bèizi.","شب سرد است، یادت باشد خوب لحاف را روی خودت بکشی.",作名词时常说“被子”；单说“被”较书面或见于复合词，如“棉被、被套”。
18,北,běi,HSK 3,方位词、名、语素,1,四个基本方向之一；北边、北部或北方地区，与“南”相对（方位词/名/语素）,"شمال؛ سمت شمال؛ بخش یا ناحیهٔ شمالی، در برابر جنوب (اسم جهتی/مکانی/تکواژ)",往北走 (wǎng běi zǒu) | 北边 (běibiān) | 北部 (běibù) | 华北 (Huáběi),一直往北走就到北门了。,Yìzhí wǎng běi zǒu jiù dào běimén le.,همین‌طور به سمت شمال بروی به دروازهٔ شمالی می‌رسی.,基本方位词；也常作构词成分，如“北部、华北、东北、北欧”。“北方、北边、北门、北京”等可按需要作为单独词条处理。
18,北,Běi,HSK 3,方位词、名、语素,2,姓氏（名）,نام خانوادگی چینی (اسم خاص),北老师 (Běi lǎoshī) | 北先生 (Běi xiānsheng),北老师今天不在学校。,Běi lǎoshī jīntiān bú zài xuéxiào.,معلم بِی امروز در مدرسه نیست.,作姓氏较少见。
19,变,biàn,HSK 3,动,1,和原来不同；发生变化（动）,تغییر کردن؛ عوض شدن؛ متفاوت شدن با قبل (فعل),变了 (biàn le) | 天气变冷 (tiānqì biàn lěng) | 变得更好 (biàn de gèng hǎo) | 情况变了 (qíngkuàng biàn le),天气变冷了。,Tiānqì biàn lěng le.,هوا سرد شده است.,最常用义；表示“成为另一种状态”时多用“变成”，建议作为单独词条处理；“变化、改变”也可作为单独词条处理。
20,遍,biàn,HSK 3,量,1,表示一个动作从开始到结束的全过程；一次完整地做完（量）,"بار؛ نوبت، برای انجام کامل یک عمل از ابتدا تا انتها (واحد شمارش)",看一遍 (kàn yí biàn) | 说一遍 (shuō yí biàn) | 再读一遍 (zài dú yí biàn) | 复习一遍 (fùxí yí biàn),请你再说一遍。,Qǐng nǐ zài shuō yí biàn.,لطفاً یک بار دیگر بگو.,常用于“看、说、读、写、听、复习”等动作，强调从头到尾完整做一次；不要和“次”完全等同。
20,遍,biàn,HSK 3,动、补,2,到处；整个范围都经过、找过、看过或做过（动/补）,"سراسر؛ همه‌جا؛ تمامِ یک محدوده را گشتن، دیدن، جست‌وجو کردن یا پوشش دادن (فعل/متمم)",走遍全国 (zǒubiàn quánguó) | 找遍房间 (zhǎobiàn fángjiān) | 跑遍全城 (pǎobiàn quánchéng) | 看遍世界 (kànbiàn shìjiè),他走遍了全国。,Tā zǒubiàn le quánguó.,او سراسر کشور را گشته است.,常用在动词后，表示动作覆盖整个范围，如“走遍、找遍、跑遍、看遍”；和第一义的“完整做一遍”不同。
21,变成,biànchéng,HSK 3,动,1,由一种状态、形式或身份变为另一种；也可用于“把……变成……”表示使其成为另一种状态（动）,تبدیل شدن به؛ بدل شدن به؛ در ساختار «把…变成…» تبدیل کردنِ چیزی به چیز دیگر (فعل),变成现实 (biànchéng xiànshí) | 变成红色 (biànchéng hóngsè) | 把梦想变成现实 (bǎ mèngxiǎng biànchéng xiànshí) | 把房间变成办公室 (bǎ fángjiān biànchéng bàngōngshì),雨变成了雪。,Yǔ biànchéng le xuě.,باران به برف تبدیل شد.,“变成”后面接变化后的结果；可说“A变成B”，也可说“把A变成B”。和“成为”接近，但更强调变化过程。
22,变化,biànhuà,HSK 3,动、名,1,发生改变；和原来的情况不同（动）,تغییر کردن؛ دگرگون شدن؛ با وضعیت قبلی فرق کردن (فعل),天气变化 (tiānqì biànhuà) | 情况变化 (qíngkuàng biànhuà) | 不断变化 (búduàn biànhuà) | 变化很快 (biànhuà hěn kuài),这几年城市变化很大。,Zhè jǐ nián chéngshì biànhuà hěn dà.,در این چند سال شهر خیلی تغییر کرده است.,动词用法常见；主语通常是天气、情况、城市、生活等。
22,变化,biànhuà,HSK 3,动、名,2,改变的情况或结果（名）,تغییر؛ دگرگونی؛ تفاوت ایجادشده (اسم),很大的变化 (hěn dà de biànhuà) | 发生变化 (fāshēng biànhuà) | 没有变化 (méiyǒu biànhuà) | 新变化 (xīn biànhuà),他的中文有了很大的变化。,Tā de Zhōngwén yǒu le hěn dà de biànhuà.,زبان چینی او تغییر زیادی کرده است.,名词用法常见；“变化”比“变”更书面、更适合描述情况或结果。
23,表演,biǎoyǎn,HSK 3,动、名,1,把音乐、舞蹈、戏剧、节目等演给别人看（动）,اجرا کردن؛ نمایش دادن؛ برنامه‌ای را برای دیگران اجرا کردن (فعل),表演节目 (biǎoyǎn jiémù) | 表演舞蹈 (biǎoyǎn wǔdǎo) | 上台表演 (shàngtái biǎoyǎn) | 给大家表演 (gěi dàjiā biǎoyǎn),孩子们在舞台上表演节目。,Háizimen zài wǔtái shang biǎoyǎn jiémù.,بچه‌ها روی صحنه برنامه اجرا می‌کنند.,常用于舞台、节目、艺术活动等。
23,表演,biǎoyǎn,HSK 3,动、名,2,演出或展示的节目、行为（名）,اجرا؛ نمایش؛ برنامهٔ نمایشی یا هنری (اسم),精彩的表演 (jīngcǎi de biǎoyǎn) | 看表演 (kàn biǎoyǎn) | 一场表演 (yì chǎng biǎoyǎn) | 表演结束 (biǎoyǎn jiéshù),今晚的表演很精彩。,Jīnwǎn de biǎoyǎn hěn jīngcǎi.,اجرای امشب خیلی دیدنی بود.,名词用法常见；可指一次演出，也可指具体节目。
24,别的,biéde,HSK 3,代、形,1,另外的；其他的，不是前面所说的那个或那些（代/形）,دیگر؛ بقیه؛ چیز/کس دیگر؛ غیر از مورد گفته‌شده (ضمیر/صفت),别的人 (biéde rén) | 别的地方 (biéde dìfang) | 别的办法 (biéde bànfǎ) | 没有别的 (méiyǒu biéde),你还有别的问题吗？,Nǐ hái yǒu biéde wèntí ma?,سؤال دیگری هم داری؟,口语常用；“别的”后面可接名词，也可单独指“其他的东西/事情/人”。
25,别人,biérén,HSK 3,代,1,另外的人；不是自己或当前所说的那个人（代）,دیگران؛ شخص دیگر؛ کسی غیر از خود یا فرد مورد نظر (ضمیر),别人家 (biérén jiā) | 帮助别人 (bāngzhù biérén) | 别人的东西 (biérén de dōngxi) | 不要打扰别人 (bú yào dǎrǎo biérén),不要随便拿别人的东西。,Bú yào suíbiàn ná biérén de dōngxi.,وسایل دیگران را بی‌اجازه برندار.,口语和书面语都常用；可泛指“other people”。
26,笔记,bǐjì,HSK 3,名,1,听课、读书或开会时记录下来的内容（名）,"یادداشت؛ نوشته‌هایی که هنگام درس، مطالعه یا جلسه برداشته می‌شود (اسم)",记笔记 (jì bǐjì) | 做笔记 (zuò bǐjì) | 课堂笔记 (kètáng bǐjì) | 整理笔记 (zhěnglǐ bǐjì),上课时我喜欢记笔记。,Shàngkè shí wǒ xǐhuan jì bǐjì.,سر کلاس دوست دارم یادداشت بردارم.,“笔记”主要作名词；表示动作时常说“记笔记、做笔记”，其中“记笔记”更直接表示记录内容。
26,笔记,bǐjì,HSK 3,名、动,2,记录重点内容；做笔记（动）,یادداشت برداشتن؛ نکته‌های مهم را نوشتن (فعل),认真笔记 (rènzhēn bǐjì) | 边听边笔记 (biān tīng biān bǐjì) | 笔记重点 (bǐjì zhòngdiǎn) | 学会笔记 (xuéhuì bǐjì),他一边听老师讲课，一边笔记。,"Tā yìbiān tīng lǎoshī jiǎngkè, yìbiān bǐjì.","او هم‌زمان که به درس معلم گوش می‌داد، یادداشت برمی‌داشت.",动词用法不如“做笔记、记笔记”常见；可根据词典规模决定是否保留。
