word_id,chinese_word,pinyin,word_hsk_level,official_pos,sense_id,chinese_meaning,persian_meaning,collocations,example_chinese,example_pinyin,example_persian_translation,notes
4,班,bān,HSK 2,名、量,2,工作、学习等按时间安排的一段 (名),شیفت؛ نوبت کاری یا درسی؛ بازهٔ کاری/درسی طبق برنامه (اسم),上班 (shàngbān) | 下班 (xiàbān) | 夜班 (yèbān) | 早班 (zǎobān),他今天上夜班。,Tā jīntiān shàng yèbān.,او امروز شیفت شب دارد.,
4,班,bān,HSK 2,名、量,3,用于交通工具的班次或课程班级的量词 (量),"واحد شمارش برای نوبت وسیلهٔ نقلیه، پرواز، سرویس یا کلاس آموزشی (واحد شمارش)",一班车 (yì bān chē) | 一班飞机 (yì bān fēijī) | 下一班车 (xià yì bān chē) | 两个班 (liǎng ge bān),下一班车几点来？,Xià yì bān chē jǐ diǎn lái?,سرویس بعدی ساعت چند می‌آید؟,
5,帮,bāng,HSK 2,动、量,1,帮助别人做事或解决困难 (动),کمک کردن؛ یاری رساندن؛ کمک کردن به کسی برای انجام کاری یا حل مشکلی (فعل),帮朋友 (bāng péngyou) | 帮我一下 (bāng wǒ yíxià) | 帮孩子学习 (bāng háizi xuéxí) | 帮他找书 (bāng tā zhǎo shū),请帮我一下。,Qǐng bāng wǒ yíxià.,لطفاً کمی به من کمک کن.,
5,帮,bāng,HSK 2,动、量,2,一群人；一伙人，也可作量词，口语中有时带贬义 (名/量),"دسته؛ گروه؛ عده‌ای از افراد، گاهی با لحن محاوره‌ای یا کمی منفی (اسم/واحد شمارش)",一帮朋友 (yì bāng péngyou) | 一帮孩子 (yì bāng háizi) | 这帮人 (zhè bāng rén) | 那帮学生 (nà bāng xuésheng),一帮孩子在外边玩。,Yì bāng háizi zài wàibian wán.,یک عده بچه بیرون بازی می‌کنند.,Common colloquial group/classifier use.
6,帮忙,bāngmáng,HSK 2,动宾短语,1,帮助别人做事或解决问题；也可指提供的帮助 (动/名),کمک کردن؛ یاری رساندن؛ همچنین خودِ کمک یا یاریِ ارائه‌شده (فعل/اسم),请你帮忙 (qǐng nǐ bāngmáng) | 帮个忙 (bāng ge máng) | 帮忙做饭 (bāngmáng zuò fàn) | 谢谢你的帮忙 (xièxie nǐ de bāngmáng),你能帮我一个忙吗？,Nǐ néng bāng wǒ yí ge máng ma?,می‌توانی یک کمکی به من بکنی؟,Nominal use appears in phrases like 谢谢你的帮忙.
7,包,bāo,HSK 2,名、动、量,1,装东西的袋子、包裹或随身携带的包 (名),"کیف؛ بسته؛ بقچه؛ چیزی برای گذاشتن، حمل کردن یا بسته‌بندی وسایل (اسم)",书包 (shūbāo) | 背包 (bēibāo) | 一个包 (yí ge bāo) | 包里 (bāo lǐ) | 钱包（qiánbāo）,我的书在包里。,Wǒ de shū zài bāo lǐ.,کتابم داخل کیف است.,
7,包,bāo,HSK 2,名、动、量,2,把东西用纸、布等裹起来 (动),"پیچیدن؛ بسته‌بندی کردن؛ چیزی را در کاغذ، پارچه یا پوششی قرار دادن (فعل)",包礼物 (bāo lǐwù) | 包书 (bāo shū) | 包起来 (bāo qǐlai) | 包饺子 (bāo jiǎozǐ) ,请把这个礼物包起来。,Qǐng bǎ zhège lǐwù bāo qǐlai.,لطفاً این هدیه را بسته‌بندی کن.,
7,包,bāo,HSK 2,名、动、量,3,用于成包、成袋等包装好的东西的量词 (量),"واحد شمارش برای چیزهای بسته‌بندی‌شده، پاکتی یا بسته‌ای (واحد شمارش)",一包纸 (yì bāo zhǐ) | 一包茶 (yì bāo chá) | 一包烟 (yì bāo yān) | 一包东西 (yì bāo dōngxi),我买了一包茶。,Wǒ mǎi le yì bāo chá.,من یک بسته چای خریدم.,
7,包,bāo,HSK 2,名、动、量,4,包括在内；费用、服务或条件中包含某项内容 (动),"شامل بودن؛ دربر گرفتن؛ داخل هزینه، خدمات یا شرایط بودن (فعل)",包吃住 (bāo chī zhù) | 包邮 (bāo yóu) | 包饭 (bāo fàn) | 不包税 (bù bāo shuì),这家公司包吃住。,Zhè jiā gōngsī bāo chī zhù.,این شرکت غذا و جای خواب را شامل می‌کند / غذا و جای خواب می‌دهد.,
7,包,bāo,HSK 2,名、动、量,5,承担下来；负责完成某事；保证某种结果 (动),برعهده گرفتن؛ مسئولیت انجام کاری را قبول کردن؛ تضمین کردن نتیجه‌ای (فعل),这事我包了 (zhè shì wǒ bāo le) | 任务我包了 (rènwu wǒ bāo le) | 包在我身上 (bāo zài wǒ shēnshang) | 包你满意 (bāo nǐ mǎnyì),这项任务我们包了。,Zhè xiàng rènwu wǒmen bāo le.,ما مسئولیت این مأموریت/کار را برعهده می‌گیریم.,
7,包,bāo,HSK 2,名、动、量,6,把车辆、场地、房间等全部租下或专用 (动),"دربست گرفتن؛ اجاره یا اختصاصی کردن کامل وسیله، مکان یا اتاق (فعل)",包车 (bāo chē) | 包机 (bāo jī) | 包间 (bāojiān) | 包场 (bāo chǎng),这次旅行我们包车去。,Zhè cì lǚxíng wǒmen bāo chē qù.,این سفر را با ماشین دربست می‌رویم.,
7,包,bāo,HSK 2,名、动、量,7,身体或物体表面鼓起来的小块；肿块 (名),برآمدگی؛ ورم؛ برجستگی یا غدهٔ کوچک روی بدن یا سطح چیزی (اسم),起了个包 (qǐ le ge bāo) | 头上有个包 (tóu shang yǒu ge bāo) | 蚊子咬的包 (wénzi yǎo de bāo) | 鼓了一个包 (gǔ le yí ge bāo),他头上起了一个包。,Tā tóu shang qǐ le yí ge bāo.,روی سرش یک ورم/برآمدگی زده است.,
8,本子,běnzi,HSK 2,名,1,用来写字、记事、做练习的册子 (名),"دفتر؛ دفترچه؛ دفتری برای نوشتن، یادداشت یا تمرین (اسم)",一个本子 (yí ge běnzi) | 写在本子上 (xiě zài běnzi shang) | 买本子 (mǎi běnzi) | 作业本子 (zuòyè běnzi),请把名字写在本子上。,Qǐng bǎ míngzi xiě zài běnzi shang.,لطفاً اسم را در دفتر بنویس.,Other meanings are better handled by separate words like 账本、剧本.
9,比,bǐ,HSK 2,介、动,1,用来比较两个人或事物的差别 (介词),"از؛ نسبت به؛ برای مقایسهٔ دو شخص، چیز، زمان یا وضعیت (حرف اضافه)",比我高 (bǐ wǒ gāo) | 比昨天热 (bǐ zuótiān rè) | 比这个便宜 (bǐ zhège piányi),今天比昨天热。,Jīntiān bǐ zuótiān rè.,امروز از دیروز گرم‌تر است.,
9,比,bǐ,HSK 2,介、动,2,比较、较量、比赛 (动词),مقایسه کردن؛ مسابقه دادن؛ رقابت کردن (فعل),比一比 (bǐ yi bǐ) | 比大小 (bǐ dàxiǎo) | 比速度 (bǐ sùdù) | 比谁快 (bǐ shéi kuài),我们来比一比谁写得快。,Wǒmen lái bǐ yi bǐ shéi xiě de kuài.,بیایید مقایسه کنیم ببینیم چه کسی سریع‌تر می‌نویسد.,
9,比,bǐ,HSK 2,介、动,3,用手势、动作或图形表示某种意思 (动词),با دست یا حرکت نشان دادن؛ علامت دادن (فعل),比手势 (bǐ shǒushì) | 比了个心 (bǐ le ge xīn) | 比数字 (bǐ shùzì),她对我比了一个“OK”的手势。,Tā duì wǒ bǐ le yí ge “OK” de shǒushì.,او با دست به من علامت «اوکی» نشان داد.,Common spoken use; 比了个心 = make a heart shape with hands
10,笔,bǐ,HSK 2,名、量,1,写字、画画用的工具 (名),قلم؛ خودکار؛ ابزار نوشتن یا نقاشی (اسم),一支笔 (yì zhī bǐ) | 买笔 (mǎi bǐ) | 用笔写 (yòng bǐ xiě) | 黑色的笔 (hēisè de bǐ),我有一支新笔。,Wǒ yǒu yì zhī xīn bǐ.,من یک خودکار نو دارم.,
10,笔,bǐ,HSK 2,名、量,2,汉字书写中的一画；笔画 (名),حرکت قلم؛ یک خط/ضربه در نوشتن کاراکتر چینی (اسم),一笔 (yì bǐ) | 笔画 (bǐhuà) | 写一笔 (xiě yì bǐ) | 几笔 (jǐ bǐ),这个字有几笔？,Zhège zì yǒu jǐ bǐ?,این کاراکتر چند حرکت قلم دارد؟,
10,笔,bǐ,HSK 2,名、量,3,用于钱、交易、账目、款项等的量词 (量),"واحد شمارش برای مبلغ، معامله، حساب یا مورد مالی (واحد شمارش)",一笔钱 (yì bǐ qián) | 一笔生意 (yì bǐ shēngyi) | 一笔账 (yì bǐ zhàng) | 一笔费用 (yì bǐ fèiyòng),这是一笔很大的钱。,Zhè shì yì bǐ hěn dà de qián.,این مبلغ خیلی بزرگی است.,Common classifier for financial items.
11,别,bié,HSK 2,副、动、形,1,表示禁止或劝阻，相当于“不要” (副),"نکن؛ نباید؛ برای نهی، منع یا توصیه به انجام ندادن کاری (قید)",别走 (bié zǒu) | 别说话 (bié shuōhuà) | 别着急 (bié zhāojí) | 别忘了 (bié wàng le),上课的时候别说话。,Shàngkè de shíhou bié shuōhuà.,سر کلاس حرف نزن.,
11,别,bié,HSK 2,副、动、形,2,另外的；其他的；不是这个的 (形/代),دیگر؛ دیگری؛ غیر از این؛ متفاوت از این مورد (صفت/ضمیر),别人 (biéren) | 别的书 (bié de shū) | 别的地方 (bié de dìfang) | 别的问题 (bié de wèntí),你还有别的问题吗？,Nǐ hái yǒu bié de wèntí ma?,سؤال دیگری هم داری؟,
11,别,bié,HSK 2,副、动、形,3,用针、夹子、别针等把东西固定在衣服、纸张等上面 (动),"با سنجاق، گیره، سنجاق‌سینه یا چیزی شبیه آن چیزی را به لباس، کاغذ و مانند آن وصل یا محکم کردن (فعل)",别胸针 (bié xiōngzhēn) | 别上胸牌 (bié shang xiōngpái) | 别在衣服上 (bié zài yīfu shang) | 别住纸 (bié zhù zhǐ),她把一朵花别在衣服上。,Tā bǎ yì duǒ huā bié zài yīfu shang.,او یک گل را به لباسش سنجاق کرد.,Common but more specific than the main meanings; used for pinning/clipping things.
12,不好意思,bù hǎoyìsi,HSK 2,习用语,1,表示道歉、打扰或觉得给别人添麻烦 (习用语),"ببخشید؛ شرمنده؛ برای عذرخواهی، مزاحمت یا وقتی فکر می‌کنیم برای کسی دردسر ایجاد کرده‌ایم (عبارت)","不好意思打扰 (bù hǎoyìsi dǎrǎo) | 真不好意思 (zhēn bù hǎoyìsi) | 不好意思，我来晚了 (bù hǎoyìsi, wǒ lái wǎn le) | 不好意思麻烦你 (bù hǎoyìsi máfan nǐ)",不好意思，我来晚了。,"Bù hǎoyìsi, wǒ lái wǎn le.","ببخشید، دیر آمدم.",
12,不好意思,bù hǎoyìsi,HSK 2,习用语,2,觉得害羞、难为情或不好开口 (形/习用语),خجالت کشیدن؛ رودربایستی داشتن؛ راحت نبودن برای گفتن یا انجام کاری (صفت/عبارت),不好意思说 (bù hǎoyìsi shuō) | 不好意思问 (bù hǎoyìsi wèn) | 有点儿不好意思 (yǒudiǎnr bù hǎoyìsi) | 不好意思开口 (bù hǎoyìsi kāikǒu),她不好意思问老师。,Tā bù hǎoyìsi wèn lǎoshī.,او خجالت می‌کشد از معلم بپرسد.,
13,不错,búcuò,HSK 2,形,1,比较好；让人满意 (形),خوب؛ بد نیست؛ رضایت‌بخش؛ قابل قبول و نسبتاً خوب (صفت),很不错 (hěn búcuò) | 还不错 (hái búcuò) | 味道不错 (wèidào búcuò) | 这主意不错 (zhè zhǔyi búcuò),这家饭店的菜不错。,Zhè jiā fàndiàn de cài búcuò.,غذای این رستوران خوب است.,
14,长,cháng,HSK 2,形,1,两点之间距离大；长度大 (形),بلند؛ دراز؛ دارای طول زیاد از نظر فاصله یا اندازه (صفت),很长 (hěn cháng) | 长路 (cháng lù) | 长发 (cháng fà) | 长裙子 (cháng qúnzi),这条路很长。,Zhè tiáo lù hěn cháng.,این راه خیلی طولانی است.,
14,长,cháng,HSK 2,形,2,时间久；持续的时间多 (形),طولانی؛ مدت‌دار؛ زمان‌بر (صفت),时间长 (shíjiān cháng) | 很长时间 (hěn cháng shíjiān) | 长假 (cháng jià) | 长时间学习 (cháng shíjiān xuéxí),学习汉语需要很长时间。,Xuéxí Hànyǔ xūyào hěn cháng shíjiān.,یادگیری چینی زمان زیادی می‌خواهد.,
14,长,zhǎng,HSK 2,形,3,生长；成长；身体、植物等变大或变高 (动),"رشد کردن؛ بزرگ شدن؛ قد کشیدن؛ درآوردن یا بلند شدن مو، گیاه و مانند آن (فعل)",长大 (zhǎng dà) | 长高 (zhǎng gāo) | 长头发 (zhǎng tóufa) | 长得快 (zhǎng de kuài) | 长牙 (zhǎng yá),孩子长高了。,Háizi zhǎng gāo le.,بچه قد کشیده است.,Pronounced zhǎng.
14,长,zhǎng,HSK 2,形,4,增长；知识、经验、本领等逐渐增加 (动),"زیاد شدن؛ افزایش یافتن؛ بیشتر شدنِ دانش، تجربه، مهارت یا توانایی به‌تدریج (فعل)",长知识 (zhǎng zhīshi) | 长经验 (zhǎng jīngyàn) | 长本事 (zhǎng běnshi) | 长见识 (zhǎng jiànshi),这次旅行让我长了很多见识。,Zhè cì lǚxíng ràng wǒ zhǎng le hěn duō jiànshi.,این سفر باعث شد خیلی تجربه/دیدم بیشتر شود.,"Pronounced zhǎng; for prices, salary, water level etc. use 涨, not 长."
14,长,zhǎng,HSK 2,形,5,年纪较大或排行在前，常用于构词 (形/语素),"بزرگ‌تر؛ ارشدتر؛ از نظر سن یا ترتیب خانوادگی جلوتر، بیشتر در ترکیب‌ها (صفت/تکواژ)",长子 (zhǎngzǐ) | 长女 (zhǎngnǚ) | 年长 (niánzhǎng) | 兄长 (xiōngzhǎng),他是家里的长子。,Tā shì jiā lǐ de zhǎngzǐ.,او پسر بزرگ خانواده است.,Common mainly in compounds; pronounced zhǎng.
14,长,zhǎng,HSK 2,形,6,负责人或领导，常用于职务名称 (名/语素),"رئیس؛ مسئول؛ فرد دارای مقام یا مسئولیت مدیریتی، بیشتر در عنوان‌های شغلی (اسم/تکواژ)",校长 (xiàozhǎng) | 班长 (bānzhǎng) | 家长 (jiāzhǎng) | 院长 (yuànzhǎng),他是我们班的班长。,Tā shì wǒmen bān de bānzhǎng.,او نماینده/مسئول کلاس ماست.,Word-forming sense; pronounced zhǎng.
15,车站,chēzhàn,HSK 2,名,1,公共汽车、火车等停靠、上下乘客的地方 (名),"ایستگاه؛ محل توقف و سوار و پیاده شدن مسافران برای اتوبوس، قطار و وسایل نقلیه (اسم)",火车站 (huǒchēzhàn) | 公共汽车站 (gōnggòng qìchēzhàn) | 去车站 (qù chēzhàn) | 在车站等 (zài chēzhàn děng),我在车站等你。,Wǒ zài chēzhàn děng nǐ.,من در ایستگاه منتظرت می‌مانم.,
16,出,chū,HSK 2,动,1,从里面到外面；出来 (动),بیرون رفتن؛ بیرون آمدن؛ از داخل به بیرون حرکت کردن (فعل),出去 (chūqù) | 出门 (chūmén) | 出教室 (chū jiàoshì) | 从房间里出来 (cóng fángjiān lǐ chūlái),他从房间里出来了。,Tā cóng fángjiān lǐ chūlái le.,او از اتاق بیرون آمد.,
16,出,chū,HSK 2,动,2,离开某个地方或范围，到外面或别处去 (动),"خارج شدن؛ ترک کردن مکان، محدوده یا کشور و رفتن به بیرون/جای دیگر (فعل)",出国 (chūguó) | 出城 (chū chéng) | 出校门 (chū xiàomén) | 出远门 (chū yuǎnmén),我明年出国学习。,Wǒ míngnián chūguó xuéxí.,من سال آینده برای تحصیل به خارج می‌روم.,
16,出,chū,HSK 2,动,3,产生、出现或发生某种情况 (动),پدید آمدن؛ ظاهر شدن؛ رخ دادن؛ به وجود آمدن وضعیت یا مشکلی (فعل),出问题 (chū wèntí) | 出错 (chūcuò) | 出事 (chū shì) | 出太阳 (chū tàiyáng),我的电脑出了问题。,Wǒ de diànnǎo chū le wèntí.,کامپیوترم دچار مشکل شد.,
16,出,chū,HSK 2,动,4,拿出、交出、付出或提供 (动),درآوردن؛ تحویل دادن؛ پرداختن؛ ارائه یا سهم دادن در کاری (فعل),出钱 (chū qián) | 出力 (chū lì) | 出主意 (chū zhǔyi) | 出示证件 (chūshì zhèngjiàn),这次活动他出了很多钱。,Zhè cì huódòng tā chū le hěn duō qián.,او برای این فعالیت پول زیادی داد.,
16,出,chū,HSK 2,动,5,出版、发行、推出或演出 (动),"منتشر کردن/شدن؛ عرضه کردن/شدن؛ ارائه شدن یا اجرا شدن کتاب، اثر، برنامه و مانند آن (فعل)",出书 (chū shū) | 出新电影 (chū xīn diànyǐng) | 出新产品 (chū xīn chǎnpǐn) | 出节目 (chū jiémù),他今年出了一本书。,Tā jīnnián chū le yì běn shū.,او امسال یک کتاب منتشر کرد.,
16,出,chū,HSK 2,动,6,用在动词后，表示向外、显现、识别或产生结果 (趋向补语/结果补语),"پس از فعل می‌آید و بیرون آمدن، آشکار شدن، تشخیص دادن یا به دست آمدن نتیجه را نشان می‌دهد (متمم جهت‌نما/نتیجه)",拿出 (ná chū) | 说出 (shuō chū) | 看出 (kàn chū) | 听出 (tīng chū),我看出他不高兴。,Wǒ kànchū tā bù gāoxìng.,فهمیدم/تشخیص دادم که او خوشحال نیست.,Very common complement use.
16,出,chū,HSK 2,量,7,用于戏剧、戏曲等演出的量词 (量),"واحد شمارش برای نمایش، اپرا و برخی اجراهای نمایشی (واحد شمارش)",一出戏 (yì chū xì) | 一出京剧 (yì chū Jīngjù) | 一出好戏 (yì chū hǎo xì),这是一出好戏。,Zhè shì yì chū hǎo xì.,این یک نمایش خوب است.,Rare classifier; mostly used with 戏、京剧 and stage performances.
17,床,chuáng,HSK 2,名、量,1,供人睡觉或休息的家具 (名),تخت؛ تختخواب؛ وسیله‌ای برای خوابیدن یا استراحت کردن (اسم),一张床 (yì zhāng chuáng) | 床上 (chuáng shang) | 睡在床上 (shuì zài chuáng shang) | 大床 (dà chuáng),孩子在床上睡觉。,Háizi zài chuáng shang shuìjiào.,بچه روی تخت خوابیده است.,
17,床,chuáng,HSK 2,名、量,2,用于被子、褥子等床上用品的量词 (量),"واحد شمارش برای لحاف، تشک، رختخواب و برخی وسایل خواب (واحد شمارش)",一床被子 (yì chuáng bèizi) | 两床被子 (liǎng chuáng bèizi) | 一床褥子 (yì chuáng rùzi) | 一床铺盖 (yì chuáng pūgai),床上有两床被子。,Chuáng shang yǒu liǎng chuáng bèizi.,روی تخت دو لحاف هست.,Common classifier for bedding.
18,出国,chūguó,HSK 2,动宾短语,1,到外国去，通常为学习、工作、旅行等 (动),"به خارج از کشور رفتن؛ برای تحصیل، کار، سفر یا زندگی به کشور دیگر رفتن (فعل)",出国学习 (chūguó xuéxí) | 出国工作 (chūguó gōngzuò) | 出国旅游 (chūguó lǚyóu) | 准备出国 (zhǔnbèi chūguó),她明年出国学习。,Tā míngnián chūguó xuéxí.,او سال آینده برای تحصیل به خارج می‌رود.,
19,出来,chūlái,HSK 2,动、趋向补语,1,从里面到外面来 (动),بیرون آمدن؛ از داخل به بیرون یا به سمت گوینده آمدن (فعل),从房间出来 (cóng fángjiān chūlái) | 走出来 (zǒu chūlái) | 出来一下 (chūlái yíxià) | 从里面出来 (cóng lǐmiàn chūlái),请你出来一下。,Qǐng nǐ chūlái yíxià.,لطفاً یک لحظه بیا بیرون.,
19,出来,chūlái,HSK 2,动、趋向补语,2,用在动词后，表示从里面拿出、带出或移出 (趋向补语),پس از فعل می‌آید و بیرون آوردن یا خارج کردن چیزی را نشان می‌دهد (متمم جهت‌نما),拿出来 (ná chūlái) | 搬出来 (bān chūlái) | 取出来 (qǔ chūlái) | 掏出来 (tāo chūlái),请把书拿出来。,Qǐng bǎ shū ná chūlái.,لطفاً کتاب را بیرون بیاور.,
19,出来,chūlái,HSK 2,动、趋向补语,3,用在动词后，表示结果显现、被发现或被辨认出来 (趋向补语),"پس از فعل می‌آید و آشکار شدن، تشخیص دادن یا معلوم شدن نتیجه را نشان می‌دهد (متمم نتیجه)",看出来 (kàn chūlái) | 听出来 (tīng chūlái) | 认出来 (rèn chūlái) | 想出来 (xiǎng chūlái),我看出来他不高兴。,Wǒ kàn chūlái tā bù gāoxìng.,من فهمیدم که او خوشحال نیست.,
20,出门,chūmén,HSK 2,动宾短语,1,离开家、房间或所在的地方到外面去 (动),"از خانه، اتاق یا محل بیرون رفتن (فعل)",出门上班 (chūmén shàngbān) | 出门买东西 (chūmén mǎi dōngxi) | 刚出门 (gāng chūmén) | 很少出门 (hěn shǎo chūmén),我每天八点出门上班。,Wǒ měitiān bā diǎn chūmén shàngbān.,من هر روز ساعت هشت از خانه بیرون می‌روم تا سر کار بروم.,Core modern usage.
20,出门,chūmén,HSK 2,动宾短语,2,到外地去、离家在外或出远门 (动),به سفر رفتن؛ به شهر یا جایی دور رفتن؛ دور از خانه بودن (فعل),出远门 (chū yuǎnmén) | 出门在外 (chūmén zài wài) | 经常出门 (jīngcháng chūmén) | 出门旅行 (chūmén lǚxíng),出门在外要小心。,Chūmén zài wài yào xiǎoxīn.,وقتی دور از خانه هستی باید مراقب باشی.,Common extended usage.
21,出去,chūqù,HSK 2,动、趋向补语,1,从里面到外面去 (动词),بیرون رفتن؛ از داخل به بیرون رفتن (فعل),出去一下 (chūqù yíxià) | 从房间出去 (cóng fángjiān chūqù) | 出去买东西 (chūqù mǎi dōngxi),我出去买点儿东西。,Wǒ chūqù mǎi diǎnr dōngxi.,من بیرون می‌روم کمی خرید کنم.,
21,出去,chūqù,HSK 2,动、趋向补语,2,用在动词后，表示动作使人或事物从内部到外部 (趋向补语),بعد از فعل می‌آید و نشان می‌دهد که حرکت از درون به بیرون است (متمم جهت‌نما),跑出去 (pǎo chūqù) | 拿出去 (ná chūqù) | 飞出去 (fēi chūqù),小鸟从笼子里飞出去了。,Xiǎo niǎo cóng lóngzi li fēi chūqù le.,پرنده کوچک از قفس بیرون پرواز کرد.,Directional complement
22,词,cí,HSK 2,名,1,语言中能够独立运用的最小单位 (名词),واژه؛ کلمه (اسم),一个词 (yí ge cí) | 汉语词 (Hànyǔ cí) | 新词 (xīn cí),这个词是什么意思？,Zhège cí shì shénme yìsi?,این واژه چه معنی دارد？,
22,词,cí,HSK 2,名,2,歌词、戏曲唱词、台词、开幕词等文字 (名词),"متن ترانه، متن نمایشنامه یا فیلم، سخنرانی افتتاحیه و غیره (اسم)",歌词 (gēcí) | 台词 (táicí) | 开幕词 (kāimùcí) | 写词 (xiě cí),这首歌的词很简单。,Zhè shǒu gē de cí hěn jiǎndān. Zhè bù diànyǐng de táicí hěn jīngcǎi.,متن این آهنگ خیلی ساده است.,
23,次,cì,HSK 2,量、名,1,表示动作、事情发生的回数 (量词),بار؛ دفعه (شمارگر),一次 (yí cì) | 两次 (liǎng cì) | 第一次 (dì yī cì),我去过北京两次。,Wǒ qùguo Běijīng liǎng cì.,من دو بار به پکن رفته‌ام.,
